Application Id,Application Number,Office,Application Date_page,Grant Number,Grant Date,Applicants,Title_page,Priority Data,Related Patent Documents,International Application No.,International Filing Date,Application Date_list,Country,latitude,longitude,applicant_city_name,applicant_state_name,applicant_country_name,crop,Days Between Application and Grant,Granted,Application Year,Grant Year,Has Related Patent Documents,purpose
CN398214587,202211268559,China,2022-10-17,116064645.0,2024-12-06,Huizhou University,"(EN) OsCDPK14 gene for reducing maturing rate of rice, protein obtained by coding of OsCDPK14 gene and application of OsCDPK14 gene(ZH) 一种降低水稻结实率的OsCDPK14基因及其编码得到的蛋白和应用",,,,,,,23.0449384,114.4185744,Hui Zhou Shi,Guang Dong Sheng,China,Rice,781.0,True,2022.0,2024.0,False,Yield Improvement
CN345736688,202111069181,China,2021-09-13,113801891.0,2023-06-09,Inner Mongolia Autonomous Region Academy Of Agricultural & Animal Husbandry Sciences,(EN) Construction method and application of beet BvCENH3 gene haploid induction line(ZH) 甜菜BvCENH3基因单倍体诱导系的构建方法与应用,,,,,,,40.7720992,111.6673801,Hu He Hao Te Shi,Nei Meng Gu Zi Zhi Qu,China,Beet,634.0,True,2021.0,2023.0,False,Other Genetic Improvement for Crop Traits
CN370570721,202210606127,China,2022-05-31,114774459.0,2024-03-12,"Environment And Plant Protection Institute, Chinese Academy Of Tropical Agricultural Sciences","(EN) Banana fusarium wilt CRISPR/Cas9 gene editing vector, preparation method and application(ZH) 一种香蕉枯萎菌CRISPR/Cas9基因编辑载体、制备方法及应用",,,,,,,19.983035,110.330235,Hai Kou Shi,Hai Nan Sheng,China,Banana,651.0,True,2022.0,2024.0,False,Disease Resistance
CN281792435,201910995642,China,2019-10-18,110656114.0,2022-07-01,"China Tobacco Yunnan Industrial Co., Ltd.",(EN) Tobacco pigment synthesis associated gene and application thereof(ZH) 一种烟草色素合成相关的基因及其应用,,,,,,,26.5895249,106.7159627,Gui Yang Shi,Gui Zhou Sheng,China,Tobacco,987.0,True,2019.0,2022.0,False,Other Genetic Improvement for Crop Traits
CN241488075,201910079904,China,2019-01-28,109609517.0,2020-06-19,Zhejiang University,(EN) Application of SlGLR3 gene in improvement of plant gray mold resistance(ZH) SlGLR3基因在提高植物灰霉病抗性中的应用,,,,,,,30.3086844,120.0864995,Hang Zhou Shi,Zhe Jiang Sheng,China,Tomatoes,508.0,True,2019.0,2020.0,False,Disease Resistance
CN338598829,202010199886,China,2020-03-20,113429467.0,2023-01-24,Institute Of Microbiology Chinese Academy Of Sciences,(EN) Application of NPF7.6 protein in regulation and control of nitrogen tolerance of leguminous plant root nodules(ZH) NPF7.6蛋白在调控豆科植物根瘤耐氮性中的应用,,,,,,,39.9892448,116.3249796,,Bei Jing Shi,China,Leguminous Plants,1040.0,True,2020.0,2023.0,False,Yield Improvement
RU250114944,2018101730,Russian Federation,2016-06-17,,2022-08-12,"Дзе Брод Инститьют Инк. (Us)Массачусетс Инститьют Оф Текнолоджи (Us)Президент Энд Феллоуз Оф Гарвард Колледж (Us)Рутгерс, Дзе Стейт Юниверсити Оф Нью Джерси (Us)Автономная Некоммерческая Образовательная Организация Высшего Образования ""Сколковский Институт Науки И Технологий"" (Ru)Дзе Юнайтед Стейтс Оф Эмерика, Эз Репрезентед Бай, Дзе Секретэри Дипартмент Оф Хелт Энд Хьюман Сервисиз (Us)Кунин, Юджин (Us)Чжан, Фэн (Us)Вольф, Юрий, И. (Us)Шмаков Сергей (Ru)Северинов, Константин (Us)Семенова, Екатерина (Us)Минахин, Леонид (Us)Макарова, Кира, С. (Us)Конерманн, Сильвана (Ch)Джунг, Джулия (Us)Гутенберг, Джонатан, С. (Us)Абудайех, Омар, О. (Us)",(EN) NOVEL CRISPR ENZYMES AND SYSTEMS(RU) НОВЫЕ ФЕРМЕНТЫ И СИСТЕМЫ CRISPR,"62/181,663 18.06.2015 US","AU2016279062

EP3436575

WO/2016/205749

RU2022121427

US20180320163

CA3012607

US20210348156

US20210348157

AU2022205165",,,17.06.2016,Russia,42.3744368,-71.1182488,Cambridge,Massachusetts,United States,Crop plants,2247.0,True,2016.0,2022.0,True,Gene Editing Systems Development
CN395743650,202211693199,China,2022-12-28,,,China Agricultural University,(EN) Method for improving storability of plant fruits(ZH) 一种提高植物果实耐贮性的方法,,,,,,,40.004202,116.352988,,Bei Jing Shi,China,Tomatoes,,False,2022.0,,False,Other Genetic Improvement for Crop Traits
CN426072760,202311711783.X,China,2023-12-13,,,"Cotton Research Institute, Chinese Academy Of Agricultural Sciences",(EN) Application of GhnsLTP1 gene in regulation and control of cotton fiber length(ZH) GhnsLTP1基因在调控棉花纤维长度中的应用,,,,,13.12.2023,China,36.061512,114.354998,An Yang Shi,He Nan Sheng,China,Cotton,,False,2023.0,,False,Other Genetic Improvement for Crop Traits
CN398430744,202211139980,China,2022-09-19,,,Zhejiang A&F University,(EN) Method for improving properties of poplar(ZH) 一种改善杨树性状的方法,,CN116515838,,,,,30.2421403,120.1581419,Hang Zhou Shi,Zhe Jiang Sheng,China,Poplar,,False,2022.0,,True,Other Genetic Improvement for Crop Traits
CN442103833,202411102806,China,2024-08-13,,,Anhui Agricultural University,"(EN) SlSWEET12c gene for regulating and controlling sugar content of tomato fruits, method and application(ZH) 一种调控番茄果实糖含量的SlSWEET12c基因、方法及应用",,,,,,,31.860048,117.257372,He Fei Shi,An Hui Sheng,China,Tomatoes,,False,2024.0,,False,Other Genetic Improvement for Crop Traits
CN311261423,202010775061,China,2020-08-05,,,Huazhong Agricultural University,(EN) Method for creating high-yield brassica napus germplasm by editing BnaARF2(ZH) 编辑BnaARF2创制高产油菜种质的方法,,,,,,,30.475126,114.353035,Wu Han Shi,Hu Bei Sheng,China,Canola,,False,2020.0,,False,Yield Improvement
CN408067910,202210197968,China,2022-03-01,,,Cas Center For Excellence In Molecular Plant Sciences,(EN) Method for intervening and inhibiting Zika virus based on CRISPR-CAS13 system and application(ZH) 基于CRISPR-CAS13系统干预抑制寨卡病毒的方法及应用,,,,,,,31.1622842,121.4068946,,Shang Hai Shi,China,Other plants,,False,2022.0,,False,Other Purpose
CA316323040,3105396,Canada,,,,"Guangdong Sanjie Forage Biotechnology Co., Ltd",(EN) METHOD FOR SITE-SPECIFIC MUTAGENESIS OF MEDICAGO SATIVA GENES BY USING CRISPR/CAS9 SYSTEM(FR) METHODE DE MUTAGENESE DIRIGEE D'UN GENE DE MEDICAGO SATIVA PAR UTILISATION D'UN SYSTEME CRISPR/CAS9,201810724589.8 04.07.2018 CN,"CN108866093

WO/2020/007331

AU2019299296

EP3848464

US20210292777

US20210147844",,,,Canada,23.190879,113.549766,Guang Zhou Shi,Guang Dong Sheng,China,Alfalfa,,False,,,True,Gene Editing Systems Development
GB426478738,202310807,United Kingdom,2023-07-13,,,Vegetable Res Institute Guangdong Academy Of Agricultural Sciencesinst Of Facility Agriculture Guangdong Academy Of Agricultural Sciences,(EN) Application of PDHB gene in resistance to fusaric acid,202210839276.3 18.07.2022 CN,CN115992177,,,13.07.2023,United Kingdom,23.145448,113.353943,Guang Zhou Shi,Guang Dong Sheng,China,Crop plants,,False,2023.0,,True,Disease Resistance
EP443015623,24173285,European Patent Office,2015-11-09,,,Editas Medicine Inc,(DE) SYSTEME ZUR VERBESSERUNG VON CRISPR/CAS-VERMITTELTER GENOMEDITIERUNG(EN) SYSTEMS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING(FR) SYSTÈMES POUR AMÉLIORER L'ÉDITION GÉNOMIQUE MÉDIÉE PAR CRISPR/CAS,15795322 09.11.2015 EP201462077084 07.11.2014 US2015059782 09.11.2015 US201562232683 25.09.2015 US,"AU2015342749

EP3215617

US20180298392

WO/2016/073990

CA2963820

AU2022202645

US20230365980",,,09.11.2015,European Patent Office,42.36844881,-71.07831519,,,,Crop plants,,False,2015.0,,True,Gene Editing Systems Development
EP203791896,15795322,European Patent Office,2015-11-09,,,Editas Medicine Inc,(DE) SYSTEME ZUR VERBESSERUNG VON CRISPR/CAS-VERMITTELTER GENOMEDITIERUNG(EN) SYSTEMS FOR IMPROVING CRISPR/CAS-MEDIATED GENOME-EDITING(FR) SYSTÈMES POUR AMÉLIORER L'ÉDITION GÉNOMIQUE MÉDIÉE PAR CRISPR/CAS,201462077084 07.11.2014 US201562232683 25.09.2015 US,"AU2015342749

US20180298392

WO/2016/073990

EP4464338

CA2963820

AU2022202645

US20230365980",,,09.11.2015,European Patent Office,42.36844881,-71.07831519,,,,Crop plants,,False,2015.0,,True,Gene Editing Systems Development
CN437264668,202410698541.X,China,2024-05-31,,,Shenyang Agricultural University,(EN) Application of qULG2b gene in improvement of rice grain length character(ZH) qULG2b基因在改良水稻籽粒长度性状中的应用,,,,,31.05.2024,China,41.821328,123.57225,Shen Yang Shi,Liao Ning Sheng,China,Rice,,False,2024.0,,False,Yield Improvement
CN316356885,202011304335,China,2020-11-19,,,Huazhong Agricultural University,(EN) Application of OsPPCK2 gene in regulating and controlling drought resistance of rice(ZH) OsPPCK2基因在调控水稻抗旱性中的应用,,,,,,,30.475126,114.353035,Wu Han Shi,Hu Bei Sheng,China,Rice,,False,2020.0,,False,Drought Adaptation
CN383849259,202110678422,China,2021-06-18,,,Henan Agricultural University,(EN) Rice copper stress response gene OsCORK1 as well as encoding protein and application thereof(ZH) 水稻铜胁迫响应基因OsCORK1及其编码蛋白与应用,,,,,,,34.7854718,113.6632032,Zheng Zhou Shi,He Nan Sheng,China,Rice,,False,2021.0,,False,Other Genetic Improvement for Crop Traits
CN306317204,201910145603,China,2019-02-27,111620935.0,2023-08-11,China Agricultural University,(EN) Application of ZmCEP1 gene to regulation of development of maize kernels(ZH) ZmCEP1基因在调控玉米籽粒发育中的应用,,,,,,,40.004202,116.352988,,Bei Jing Shi,China,Corn/Maize,1626.0,True,2019.0,2023.0,False,Yield Improvement
CN406247402,202310394618.X,China,2023-04-13,,,Henan Agricultural University,"(EN) Soybean pod bearing number and yield regulation gene GLYMA02G083400 as well as encoding protein, expression vector and application of soybean pod bearing number and yield regulation gene GLYMA02G083400(ZH) 大豆结荚数及产量调控基因GLYMA_02G083400、其编码蛋白、表达载体及其应用",,,,,13.04.2023,China,34.7854718,113.6632032,Zheng Zhou Shi,He Nan Sheng,China,"Corn, Soybeans",,False,2023.0,,False,Yield Improvement
CN338610507,202110815460,China,2021-07-19,113430221.0,2022-07-05,China Agricultural University,(EN) Application of tomato WRKY37 protein in regulation and control of leaf aging resistance of tomatoes and improvement of tomato yield(ZH) 番茄WRKY37蛋白在调控番茄抗叶片衰老能力、提高番茄产量中的应用,,,,,,,40.004202,116.352988,,Bei Jing Shi,China,Tomatoes,351.0,True,2021.0,2022.0,False,Yield Improvement
CN334874000,202110566844,China,2021-05-24,,,Yangzhou University,"(EN) Method for targeted knockout of rice grain shape regulatory gene SLG7, rice grain shape regulatory gene SLG7 mutant and application thereof(ZH) 靶向敲除水稻粒型调控基因SLG7的方法、水稻粒型调控基因SLG7突变体及其应用",,,,,,,32.399078,119.389893,Yangzhou,Jiangsu,China,Rice,,False,2021.0,,False,Yield Improvement
CN346619737,202111225772,China,2021-10-21,113817036.0,2022-06-14,"Biotechnology Research Institute, Caas",(EN) DMP protein as well as coding gene and application thereof(ZH) DMP蛋白及其编码基因与应用,,"WO/2023/066413

US20240254506",,,,,39.959662,116.327333,,北京市,China,Leguminous Plants,236.0,True,2021.0,2022.0,True,Other Genetic Improvement for Crop Traits
CN237684170,201811328793,China,2018-11-09,109306352.0,2021-04-30,"Institute Of Tropical Bioscience And Biotechnology, Chinese Academy Of Tropical Agricultural Sciences",(EN) Papaya U6 promoter genes and application(ZH) 番木瓜U6启动子基因及应用,,,,,,,19.983035,110.330235,Hai Kou Shi,Hai Nan Sheng,China,Papaya,903.0,True,2018.0,2021.0,False,Gene Editing Systems Development
CN279016474,201910912427,China,2019-09-25,,,Huazhong Agricultural University,"(EN) Gene for controlling color of cabbage type rape seed coats, acquiring method for cabbage type rape yellow seed mutant material and application of acquiring method(ZH) 一种控制甘蓝型油菜种子种皮颜色的基因、甘蓝型油菜黄籽突变体材料的获取方法及其应用",北京金智普华知识产权代理有限公司 11401,,,,,,30.475126,114.353035,Wu Han Shi,Hu Bei Sheng,China,Canola,,False,2019.0,,False,Yield Improvement
CN333956305,202110475116,China,2021-04-29,,,Huazhong Agricultural University,(EN) Kit for rapidly diagnosing peach bacterial shot hole disease(ZH) 一种快速诊断桃细菌性穿孔病的试剂盒,,,,,,,30.475126,114.353035,Wu Han Shi,Hu Bei Sheng,China,Peach,,False,2021.0,,False,Disease Resistance
CN437332939,202410591022,China,2024-05-13,,,Henan Agricultural University,"(EN) Corn heterosis regulation gene ZmCNR5, coding protein thereof, mutant and application of corn heterosis regulation gene ZmCNR5(ZH) 玉米杂种优势调控基因ZmCNR5、其编码蛋白、突变体及其应用",,,,,,,34.7854718,113.6632032,Zheng Zhou Shi,He Nan Sheng,China,Corn/Maize,,False,2024.0,,False,Yield Improvement
CN405905786,202310408544,China,2023-04-17,,,Henan Agricultural University,"(EN) Gene GHD05G2737 for regulating and controlling number of fruit branches and yield of cotton as well as encoding protein, expression vector and application of gene GHD05G2737(ZH) 棉花果枝数及产量调控基因GH_D05G2737、其编码蛋白、表达载体及其应用",,,,,,,34.7854718,113.6632032,Zheng Zhou Shi,He Nan Sheng,China,Cotton,,False,2023.0,,False,Yield Improvement
KR418625476,1020220073299,Republic of Korea,2022-06-16,,,대한민국(농촌진흥청장)대한민국(농림축산식품부 농림축산검역본부장)Republic Of Korea(Management : Rural Development Administration)Republic Of Korea(Animal And Plant Quarantine Agency),(EN) GENE EDITING CELL ENCODING LC3 PROTEIN HAVING RESISTANCE TO FOOT-AND-MOUTH DISEASE VIRUS AND USE THEREOF(KO) 구제역 바이러스에 저항성을 갖는 LC3 단백질을 암호화하는 유전자 편집 세포 및 이의 용도,,,,,16.06.2022,South Korea,36.1264599,128.1996828,Gimcheon,Gyeongsangbuk-do,South Korea,Crop plants,,False,2022.0,,False,Disease Resistance
CN306883870,202010377880,China,2020-05-07,,,"Institute Of Tropical Bioscience And Biotechnology, Chinese Academy Of Tropical Agricultural Sciences",(EN) Hevea brasiliensis phytoene desaturase HbPDS and encoding gene thereof(ZH) 一种橡胶树八氢番茄红素脱氢酶HbPDS及其编码基因,,,,,,,39.959662,116.327333,,北京市,China,Other plants,,False,2020.0,,False,Other Genetic Improvement for Crop Traits
CN352775448,202080050300,China,2020-07-17,,,"Pioneer Hi-Bred International, Inc.",(EN) DONOR DESIGN STRATEGY FOR CRISPR-CAS9 GENOME EDITING(ZH) CRISPR-CAS9基因组编辑的供体设计策略,,,,,,,40.0601297,-76.0696993,New Holland,Pennsylvania,United States,Crop plants,,False,2020.0,,False,Gene Editing Systems Development
CN403537230,202310543186,China,2023-05-15,,,Hunan Agricultural University,"(EN) Application of OsAAP8 in regulation and control of tillering, grain shape and grain weight of rice(ZH) OsAAP8在调控水稻分蘖、粒型和粒重中的应用",,,,,,,28.180967,113.084828,Chang Sha Shi,Hu Nan Sheng,China,Rice,,False,2023.0,,False,Yield Improvement
CA347940590,3143016,Canada,2020-07-17,,,"Pioneer Hi-Bred International, Inc.",(EN) DONOR DESIGN STRATEGY FOR CRISPR-CAS9 GENOME EDITING(FR) STRATEGIE DE CONCEPTION DE DONNEUR POUR L'EDITION DE GENOME CRISPR-CAS9,"62/877,359 23.07.2019 US","WO/2021/016098

CN114072498

BR112022001230

EP4004198

US20220307006

IN202217001543",,,17.07.2020,Canada,40.1631226,-76.6461019,Elizabethtown,Pennsylvania,United States,Crop plants,,False,2020.0,,True,Gene Editing Systems Development
CN370998595,202080087122,China,2020-10-15,,,"Chengdui Plant Service Co., Ltd.",(EN) Variants of CAS12A nuclease as well as preparation method and application thereof(ZH) CAS12A核酸酶的变体及其制备方法和用途,"62/916,392 17.10.2019 US","US20210115421

JP2022552409

EP4045643

KR1020220097408

BR112022007125

CA3157707

SG11202203928S

AU2020366358

WO/2021/076682

IL292117

NZ787124

CL2022000937

MX2022004549

BR112022007125This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

US20240076639

US20240076640

CL2024001733

CL2024001734

CL2024001737",,,,,30.57865112,104.0652334,,,,Crop plants,,False,2020.0,,True,Gene Editing Systems Development
